ENSG0001	gene_1
ENSG0007720	gene_7720
ENSG0007721	MT-7721
ENSG0007722	MT-7722
ENSG0007723	MT-7723
ENSG0007724	gene_7724
ENSG0007725	gene_7725
ENSG0007726	gene_7726
ENSG0007727	gene_7727
ENSG0007728	gene_7728
ENSG0007729	gene_7729
ENSG0007730	gene_7730
ENSG0007731	gene_7731
ENSG0007732	gene_7732
ENSG0007733	gene_7733
ENSG0007734	gene_7734
ENSG0007735	gene_7735
ENSG0007736	gene_7736
ENSG0007737	gene_7737
ENSG0007738	gene_7738
ENSG0007739	gene_7739
ENSG0007740	gene_7740
ENSG0007741	gene_7741
ENSG0007742	MT-7742
ENSG0007743	gene_7743
ENSG0007744	gene_7744
ENSG0007745	gene_7745
ENSG0007746	gene_7746
ENSG0007747	gene_7747
ENSG0007748	gene_7748
ENSG0007749	gene_7749
ENSG0007750	gene_7750
ENSG0007751	gene_7751
ENSG0007752	gene_7752
ENSG0007753	gene_7753
ENSG0007754	gene_7754
ENSG0007755	gene_7755
ENSG0007756	gene_7756
ENSG0007757	gene_7757
ENSG0007758	gene_7758
ENSG0007759	gene_7759
ENSG0007760	gene_7760
ENSG0007761	gene_7761
ENSG0007762	gene_7762
ENSG0007763	gene_7763
ENSG0007764	gene_7764
ENSG0007765	gene_7765
ENSG0007766	gene_7766
ENSG0007767	MT-7767
ENSG0007768	gene_7768
ENSG0007769	gene_7769
ENSG0007770	gene_7770
ENSG0007771	gene_7771
ENSG0007772	gene_7772
ENSG0007773	gene_7773
ENSG0007774	gene_7774
ENSG0007775	gene_7775
ENSG0007776	gene_7776
ENSG0007777	MT-7777
ENSG0007778	MT-7778
ENSG0007779	gene_7779
ENSG0007780	gene_7780
ENSG0007781	gene_7781
ENSG0007782	MT-7782
ENSG0007783	gene_7783
ENSG0007784	gene_7784
ENSG0007785	gene_7785
ENSG0007786	MT-7786
ENSG0007787	gene_7787
ENSG0007788	gene_7788
ENSG0007789	gene_7789
ENSG0007790	MT-7790
ENSG0007791	gene_7791
ENSG0007792	gene_7792
ENSG0007793	MT-7793
ENSG0007794	MT-7794
ENSG0007795	gene_7795
ENSG0007796	gene_7796
ENSG0007797	gene_7797
ENSG0007798	gene_7798
ENSG0007799	gene_7799
ENSG0007800	gene_7800
ENSG0007801	gene_7801
ENSG0007802	gene_7802
ENSG0007803	gene_7803
ENSG0007804	gene_7804
ENSG0007805	gene_7805
ENSG0007806	gene_7806
ENSG0007807	gene_7807
ENSG0007808	gene_7808
ENSG0007809	gene_7809
ENSG0007810	gene_7810
ENSG0007811	gene_7811
ENSG0007812	MT-7812
ENSG0007813	gene_7813
ENSG0007814	gene_7814
ENSG0007815	gene_7815
ENSG0007816	gene_7816
ENSG0007817	gene_7817
ENSG0007818	MT-7818
ENSG0007819	gene_7819
ENSG0007820	gene_7820
ENSG0007821	gene_7821
ENSG0007822	gene_7822
ENSG0007823	gene_7823
ENSG0007824	gene_7824
ENSG0007825	gene_7825
ENSG0007826	gene_7826
ENSG0007827	gene_7827
ENSG0007828	gene_7828
ENSG0007829	gene_7829
ENSG0007830	gene_7830
ENSG0007831	gene_7831
ENSG0007832	gene_7832
ENSG0007833	gene_7833
ENSG0007834	gene_7834
ENSG0007835	gene_7835
ENSG0007836	gene_7836
ENSG0007837	gene_7837
ENSG0007838	gene_7838
ENSG0007839	gene_7839
ENSG0007840	gene_7840
ENSG0007841	gene_7841
ENSG0007842	gene_7842
ENSG0007843	gene_7843
ENSG0007844	gene_7844
ENSG0007845	gene_7845
ENSG0007846	gene_7846
ENSG0007847	gene_7847
ENSG0007848	gene_7848
ENSG0007849	gene_7849
ENSG0007850	gene_7850
ENSG0007851	gene_7851
ENSG0007852	gene_7852
ENSG0007853	gene_7853
ENSG0007854	gene_7854
ENSG0007855	gene_7855
ENSG0007856	gene_7856
ENSG0007857	gene_7857
ENSG0007858	gene_7858
ENSG0007859	gene_7859
ENSG0007860	gene_7860
ENSG0007861	gene_7861
ENSG0007862	gene_7862
ENSG0007863	gene_7863
ENSG0007864	gene_7864
ENSG0007865	MT-7865
ENSG0007866	gene_7866
ENSG0007867	gene_7867
ENSG0007868	gene_7868
ENSG0007869	gene_7869
ENSG0007870	gene_7870
ENSG0007871	gene_7871
ENSG0007872	gene_7872
ENSG0007873	gene_7873
ENSG0007874	gene_7874
ENSG0007875	gene_7875
ENSG0007876	gene_7876
ENSG0007877	gene_7877
ENSG0007878	gene_7878
ENSG0007879	MT-7879
ENSG0007880	gene_7880
ENSG0007881	gene_7881
ENSG0007882	gene_7882
ENSG0007883	gene_7883
ENSG0007884	gene_7884
ENSG0007885	gene_7885
ENSG0007886	gene_7886
ENSG0007887	gene_7887
ENSG0007888	gene_7888
ENSG0007889	gene_7889
ENSG0007890	gene_7890
ENSG0007891	gene_7891
ENSG0007892	gene_7892
ENSG0007893	gene_7893
ENSG0007894	gene_7894
ENSG0007895	gene_7895
ENSG0007896	gene_7896
ENSG0007897	gene_7897
ENSG0007898	MT-7898
ENSG0007899	gene_7899
ENSG0007900	gene_7900
ENSG0007901	gene_7901
ENSG0007902	gene_7902
ENSG0007903	gene_7903
ENSG0007904	gene_7904
ENSG0007905	gene_7905
ENSG0007906	gene_7906
ENSG0007907	gene_7907
ENSG0007908	gene_7908
ENSG0007909	gene_7909
ENSG0007910	gene_7910
ENSG0007911	gene_7911
ENSG0007912	gene_7912
ENSG0007913	gene_7913
ENSG0007914	gene_7914
ENSG0007915	gene_7915
ENSG0007916	gene_7916
ENSG0007917	gene_7917
ENSG0007918	gene_7918
ENSG0007919	gene_7919
ENSG0007920	gene_7920
ENSG0007921	MT-7921
ENSG0007922	gene_7922
ENSG0007923	gene_7923
ENSG0007924	gene_7924
ENSG0007925	gene_7925
ENSG0007926	gene_7926
ENSG0007927	gene_7927
ENSG0007928	gene_7928
ENSG0007929	gene_7929
ENSG0007930	gene_7930
ENSG0007931	gene_7931
ENSG0007932	gene_7932
ENSG0007933	MT-7933
ENSG0007934	gene_7934
ENSG0007935	gene_7935
ENSG0007936	gene_7936
ENSG0007937	MT-7937
ENSG0007938	MT-7938
ENSG0007939	gene_7939
ENSG0007940	gene_7940
ENSG0007941	gene_7941
ENSG0007942	gene_7942
ENSG0007943	gene_7943
ENSG0007944	gene_7944
ENSG0007945	gene_7945
ENSG0007946	gene_7946
ENSG0007947	MT-7947
ENSG0007948	gene_7948
ENSG0007949	gene_7949
ENSG0007950	gene_7950
ENSG0007951	gene_7951
ENSG0007952	gene_7952
ENSG0007953	gene_7953
ENSG0007954	gene_7954
ENSG0007955	gene_7955
ENSG0007956	gene_7956
ENSG0007957	gene_7957
ENSG0007958	gene_7958
ENSG0007959	gene_7959
ENSG0007960	gene_7960
ENSG0007961	gene_7961
ENSG0007962	gene_7962
ENSG0007963	MT-7963
ENSG0007964	gene_7964
ENSG0007965	gene_7965
ENSG0007966	gene_7966
ENSG0007967	gene_7967
ENSG0007968	gene_7968
ENSG0007969	gene_7969
ENSG0007970	gene_7970
ENSG0007971	gene_7971
ENSG0007972	gene_7972
ENSG0007973	gene_7973
ENSG0007974	MT-7974
ENSG0007975	gene_7975
ENSG0007976	gene_7976
ENSG0007977	MT-7977
ENSG0007978	gene_7978
ENSG0007979	gene_7979
ENSG0007980	gene_7980
ENSG0007981	gene_7981
ENSG0007982	gene_7982
ENSG0007983	gene_7983
ENSG0007984	gene_7984
ENSG0007985	gene_7985
ENSG0007986	gene_7986
ENSG0007987	gene_7987
ENSG0007988	gene_7988
ENSG0007989	MT-7989
ENSG0007990	gene_7990
ENSG0007991	MT-7991
ENSG0007992	gene_7992
ENSG0007993	gene_7993
ENSG0007994	gene_7994
ENSG0007995	gene_7995
ENSG0007996	gene_7996
ENSG0007997	gene_7997
ENSG0007998	MT-7998
ENSG0007999	gene_7999
ENSG0008000	gene_8000
ENSG0008001	gene_8001
ENSG0008002	gene_8002
ENSG0008003	gene_8003
ENSG0008004	gene_8004
ENSG0008005	gene_8005
ENSG0008006	gene_8006
ENSG0008007	gene_8007
ENSG0008008	MT-8008
ENSG0008009	gene_8009
ENSG0008010	gene_8010
ENSG0008011	gene_8011
ENSG0008012	gene_8012
ENSG0008013	gene_8013
ENSG0008014	gene_8014
ENSG0008015	gene_8015
ENSG0008016	gene_8016
ENSG0008017	gene_8017
ENSG0008018	gene_8018
ENSG0008019	gene_8019
ENSG0008020	gene_8020
ENSG0008021	gene_8021
ENSG0008022	gene_8022
ENSG0008023	MT-8023
ENSG0008024	gene_8024
ENSG0008025	gene_8025
ENSG0008026	gene_8026
ENSG0008027	gene_8027
ENSG0008028	gene_8028
ENSG0008029	gene_8029
ENSG0008030	gene_8030
ENSG0008031	gene_8031
ENSG0008032	gene_8032
ENSG0008033	gene_8033
ENSG0008034	gene_8034
ENSG0008035	gene_8035
ENSG0008036	gene_8036
ENSG0008037	gene_8037
ENSG0008038	gene_8038
ENSG0008039	gene_8039
ENSG0008040	gene_8040
ENSG0008041	gene_8041
ENSG0008042	MT-8042
ENSG0008043	gene_8043
ENSG0008044	MT-8044
ENSG0008045	gene_8045
ENSG0008046	gene_8046
ENSG0008047	gene_8047
ENSG0008048	MT-8048
ENSG0008049	gene_8049
ENSG0008050	gene_8050
ENSG0008051	gene_8051
ENSG0008052	gene_8052
ENSG0008053	gene_8053
ENSG0008054	gene_8054
ENSG0008055	gene_8055
ENSG0008056	gene_8056
ENSG0008057	gene_8057
ENSG0008058	gene_8058
ENSG0008059	gene_8059
ENSG0008060	gene_8060
ENSG0008061	gene_8061
ENSG0008062	gene_8062
ENSG0008063	gene_8063
ENSG0008064	gene_8064
ENSG0008065	gene_8065
ENSG0008066	gene_8066
ENSG0008067	gene_8067
ENSG0008068	gene_8068
ENSG0008069	MT-8069
ENSG0008070	gene_8070
ENSG0008071	MT-8071
ENSG0008072	gene_8072
ENSG0008073	gene_8073
ENSG0008074	gene_8074
ENSG0008075	gene_8075
ENSG0008076	gene_8076
ENSG0008077	gene_8077
ENSG0008078	gene_8078
ENSG0008079	gene_8079
ENSG0008080	gene_8080
ENSG0008081	gene_8081
ENSG0008082	gene_8082
ENSG0008083	gene_8083
ENSG0008084	gene_8084
ENSG0008085	gene_8085
ENSG0008086	gene_8086
ENSG0008087	gene_8087
ENSG0008088	gene_8088
ENSG0008089	gene_8089
ENSG0008090	gene_8090
ENSG0008091	gene_8091
ENSG0008092	gene_8092
ENSG0008093	MT-8093
ENSG0008094	gene_8094
ENSG0008095	gene_8095
ENSG0008096	gene_8096
ENSG0008097	gene_8097
ENSG0008098	gene_8098
ENSG0008099	gene_8099
ENSG0008100	MT-8100
ENSG0008101	gene_8101
ENSG0008102	gene_8102
ENSG0008103	gene_8103
ENSG0008104	gene_8104
ENSG0008105	gene_8105
ENSG0008106	MT-8106
ENSG0008107	gene_8107
ENSG0008108	gene_8108
ENSG0008109	gene_8109
ENSG0008110	gene_8110
ENSG0008111	gene_8111
ENSG0008112	MT-8112
ENSG0008113	gene_8113
ENSG0008114	gene_8114
ENSG0008115	gene_8115
ENSG0008116	gene_8116
ENSG0008117	gene_8117
ENSG0008118	gene_8118
ENSG0008119	gene_8119
ENSG0008120	gene_8120
ENSG0008121	gene_8121
ENSG0008122	gene_8122
ENSG0008123	gene_8123
ENSG0008124	gene_8124
ENSG0008125	gene_8125
ENSG0008126	gene_8126
ENSG0008127	gene_8127
ENSG0008128	gene_8128
ENSG0008129	gene_8129
ENSG0008130	gene_8130
ENSG0008131	gene_8131
ENSG0008132	gene_8132
ENSG0008133	MT-8133
ENSG0008134	gene_8134
ENSG0008135	gene_8135
ENSG0008136	MT-8136
ENSG0008137	gene_8137
ENSG0008138	gene_8138
ENSG0008139	gene_8139
ENSG0008140	gene_8140
ENSG0008141	gene_8141
ENSG0008142	gene_8142
ENSG0008143	MT-8143
ENSG0008144	gene_8144
ENSG0008145	gene_8145
ENSG0008146	gene_8146
ENSG0008147	gene_8147
ENSG0008148	gene_8148
ENSG0008149	gene_8149
ENSG0008150	gene_8150
ENSG0008151	gene_8151
ENSG0008152	gene_8152
ENSG0008153	gene_8153
ENSG0008154	gene_8154
ENSG0008155	gene_8155
ENSG0008156	gene_8156
ENSG0008157	gene_8157
ENSG0008158	gene_8158
ENSG0008159	gene_8159
ENSG0008160	gene_8160
ENSG0008161	gene_8161
ENSG0008162	gene_8162
ENSG0008163	gene_8163
ENSG0008164	gene_8164
ENSG0008165	gene_8165
ENSG0008166	gene_8166
ENSG0008167	gene_8167
ENSG0008168	gene_8168
ENSG0008169	gene_8169
ENSG0008170	gene_8170
ENSG0008171	gene_8171
ENSG0008172	gene_8172
ENSG0008173	gene_8173
ENSG0008174	gene_8174
ENSG0008175	gene_8175
ENSG0008176	gene_8176
ENSG0008177	gene_8177
ENSG0008178	gene_8178
ENSG0008179	gene_8179
ENSG0008180	gene_8180
ENSG0008181	gene_8181
ENSG0008182	gene_8182
ENSG0008183	MT-8183
ENSG0008184	gene_8184
ENSG0008185	gene_8185
ENSG0008186	gene_8186
ENSG0008187	gene_8187
ENSG0008188	gene_8188
ENSG0008189	gene_8189
ENSG0008190	gene_8190
ENSG0008191	gene_8191
ENSG0008192	gene_8192
ENSG0008193	gene_8193
ENSG0008194	gene_8194
ENSG0008195	gene_8195
ENSG0008196	gene_8196
ENSG0008197	gene_8197
ENSG0008198	gene_8198
ENSG0008199	gene_8199
ENSG0008200	gene_8200
ENSG0008201	gene_8201
ENSG0008202	gene_8202
ENSG0008203	gene_8203
ENSG0008204	gene_8204
ENSG0008205	gene_8205
ENSG0008206	gene_8206
ENSG0008207	gene_8207
ENSG0008208	gene_8208
ENSG0008209	gene_8209
ENSG0008210	MT-8210
ENSG0008211	gene_8211
ENSG0008212	gene_8212
ENSG0008213	MT-8213
ENSG0008214	gene_8214
ENSG0008215	gene_8215
ENSG0008216	gene_8216
ENSG0008217	gene_8217
ENSG0008218	gene_8218
ENSG0008219	gene_8219
ENSG0008220	gene_8220
ENSG0008221	gene_8221
ENSG0008222	gene_8222
ENSG0008223	gene_8223
ENSG0008224	gene_8224
ENSG0008225	MT-8225
ENSG0008226	gene_8226
ENSG0008227	gene_8227
ENSG0008228	gene_8228
ENSG0008229	gene_8229
ENSG0008230	gene_8230
ENSG0008231	gene_8231
ENSG0008232	gene_8232
ENSG0008233	gene_8233
ENSG0008234	gene_8234
ENSG0008235	gene_8235
ENSG0008236	MT-8236
ENSG0008237	gene_8237
ENSG0008238	gene_8238
ENSG0008239	gene_8239
ENSG0008240	gene_8240
ENSG0008241	gene_8241
ENSG0008242	gene_8242
ENSG0008243	gene_8243
ENSG0008244	gene_8244
ENSG0008245	gene_8245
ENSG0008246	gene_8246
ENSG0008247	gene_8247
ENSG0008248	gene_8248
ENSG0008249	gene_8249
ENSG0008250	gene_8250
ENSG0008251	gene_8251
ENSG0008252	gene_8252
ENSG0008253	gene_8253
ENSG0008254	gene_8254
ENSG0008255	gene_8255
ENSG0008256	gene_8256
ENSG0008257	gene_8257
ENSG0008258	MT-8258
ENSG0008259	gene_8259
ENSG0008260	gene_8260
ENSG0008261	MT-8261
ENSG0008262	gene_8262
ENSG0008263	gene_8263
ENSG0008264	gene_8264
ENSG0008265	gene_8265
ENSG0008266	gene_8266
ENSG0008267	gene_8267
ENSG0008268	MT-8268
ENSG0008269	gene_8269
ENSG0008270	gene_8270
ENSG0008271	gene_8271
ENSG0008272	MT-8272
ENSG0008273	gene_8273
ENSG0008274	gene_8274
ENSG0008275	gene_8275
ENSG0008276	gene_8276
ENSG0008277	gene_8277
ENSG0008278	gene_8278
ENSG0008279	gene_8279
ENSG0008280	gene_8280
ENSG0008281	gene_8281
ENSG0008282	gene_8282
ENSG0008283	gene_8283
ENSG0008284	gene_8284
ENSG0008285	gene_8285
ENSG0008286	gene_8286
ENSG0008287	gene_8287
ENSG0008288	gene_8288
ENSG0008289	gene_8289
ENSG0008290	gene_8290
ENSG0008291	gene_8291
ENSG0008292	gene_8292
ENSG0008293	gene_8293
ENSG0008294	gene_8294
ENSG0008295	gene_8295
ENSG0008296	gene_8296
ENSG0008297	gene_8297
ENSG0008298	gene_8298
ENSG0008299	gene_8299
ENSG0008300	gene_8300
ENSG0008301	MT-8301
ENSG0008302	MT-8302
ENSG0008303	gene_8303
ENSG0008304	gene_8304
ENSG0008305	gene_8305
ENSG0008306	gene_8306
ENSG0008307	gene_8307
ENSG0008308	gene_8308
ENSG0008309	gene_8309
ENSG0008310	MT-8310
ENSG0008311	gene_8311
ENSG0008312	gene_8312
ENSG0008313	gene_8313
ENSG0008314	gene_8314
ENSG0008315	gene_8315
ENSG0008316	gene_8316
ENSG0008317	MT-8317
ENSG0008318	MT-8318
ENSG0008319	gene_8319
ENSG0008320	gene_8320
ENSG0008321	MT-8321
ENSG0008322	gene_8322
ENSG0008323	gene_8323
ENSG0008324	gene_8324
ENSG0008325	gene_8325
ENSG0008326	gene_8326
ENSG0008327	gene_8327
ENSG0008328	gene_8328
ENSG0008329	MT-8329
ENSG0008330	gene_8330
ENSG0008331	gene_8331
ENSG0008332	gene_8332
ENSG0008333	gene_8333
ENSG0008334	gene_8334
ENSG0008335	gene_8335
ENSG0008336	gene_8336
ENSG0008337	gene_8337
ENSG0008338	gene_8338
ENSG0008339	gene_8339
ENSG0008340	gene_8340
ENSG0008341	gene_8341
ENSG0008342	MT-8342
ENSG0008343	gene_8343
ENSG0008344	gene_8344
ENSG0008345	gene_8345
ENSG0008346	gene_8346
ENSG0008347	gene_8347
ENSG0008348	gene_8348
ENSG0008349	gene_8349
ENSG0008350	gene_8350
ENSG0008351	gene_8351
ENSG0008352	gene_8352
ENSG0008353	gene_8353
ENSG0008354	gene_8354
ENSG0008355	gene_8355
ENSG0008356	gene_8356
ENSG0008357	gene_8357
ENSG0008358	gene_8358
ENSG0008359	gene_8359
ENSG0008360	gene_8360
ENSG0008361	gene_8361
ENSG0008362	gene_8362
ENSG0008363	gene_8363
ENSG0008364	gene_8364
ENSG0008365	gene_8365
ENSG0008366	gene_8366
ENSG0008367	gene_8367
ENSG0008368	gene_8368
ENSG0008369	MT-8369
ENSG0008370	gene_8370
ENSG0008371	gene_8371
ENSG0008372	gene_8372
ENSG0008373	gene_8373
ENSG0008374	gene_8374
ENSG0008375	gene_8375
ENSG0008376	gene_8376
ENSG0008377	gene_8377
ENSG0008378	gene_8378
ENSG0008379	gene_8379
ENSG0008380	gene_8380
ENSG0008381	gene_8381
ENSG0008382	gene_8382
ENSG0008383	gene_8383
ENSG0008384	gene_8384
ENSG0008385	gene_8385
ENSG0008386	gene_8386
ENSG0008387	MT-8387
ENSG0008388	gene_8388
ENSG0008389	gene_8389
ENSG0008390	gene_8390
ENSG0008391	gene_8391
ENSG0008392	gene_8392
ENSG0008393	MT-8393
ENSG0008394	gene_8394
ENSG0008395	gene_8395
ENSG0008396	gene_8396
ENSG0008397	gene_8397
ENSG0008398	gene_8398
ENSG0008399	gene_8399
ENSG0008400	gene_8400
ENSG0008401	gene_8401
ENSG0008402	gene_8402
ENSG0008403	gene_8403
ENSG0008404	gene_8404
ENSG0008405	gene_8405
ENSG0008406	gene_8406
ENSG0008407	gene_8407
ENSG0008408	gene_8408
ENSG0008409	gene_8409
ENSG0008410	gene_8410
ENSG0008411	gene_8411
ENSG0008412	gene_8412
ENSG0008413	gene_8413
ENSG0008414	gene_8414
ENSG0008415	gene_8415
ENSG0008416	gene_8416
ENSG0008417	gene_8417
ENSG0008418	gene_8418
ENSG0008419	gene_8419
ENSG0008420	gene_8420
ENSG0008421	gene_8421
ENSG0008422	gene_8422
ENSG0008423	gene_8423
ENSG0008424	gene_8424
ENSG0008425	gene_8425
ENSG0008426	gene_8426
ENSG0008427	gene_8427
ENSG0008428	gene_8428
ENSG0008429	MT-8429
ENSG0008430	gene_8430
ENSG0008431	gene_8431
ENSG0008432	gene_8432
ENSG0008433	gene_8433
ENSG0008434	gene_8434
ENSG0008435	gene_8435
ENSG0008436	gene_8436
ENSG0008437	gene_8437
ENSG0008438	gene_8438
ENSG0008439	gene_8439
ENSG0008440	gene_8440
ENSG0008441	gene_8441
ENSG0008442	MT-8442
ENSG0008443	gene_8443
ENSG0008444	gene_8444
ENSG0008445	gene_8445
ENSG0008446	gene_8446
ENSG0008447	gene_8447
ENSG0008448	gene_8448
ENSG0008449	gene_8449
ENSG0008450	gene_8450
ENSG0008451	gene_8451
ENSG0008452	gene_8452
ENSG0008453	gene_8453
ENSG0008454	gene_8454
ENSG0008455	gene_8455
ENSG0008456	gene_8456
ENSG0008457	gene_8457
ENSG0008458	gene_8458
ENSG0008459	gene_8459
ENSG0008460	gene_8460
ENSG0008461	gene_8461
ENSG0008462	gene_8462
ENSG0008463	gene_8463
ENSG0008464	gene_8464
ENSG0008465	gene_8465
ENSG0008466	gene_8466
ENSG0008467	gene_8467
ENSG0008468	gene_8468
ENSG0008469	gene_8469
ENSG0008470	gene_8470
ENSG0008471	gene_8471
ENSG0008472	gene_8472
ENSG0008473	gene_8473
ENSG0008474	gene_8474
ENSG0008475	gene_8475
ENSG0008476	gene_8476
ENSG0008477	gene_8477
ENSG0008478	gene_8478
ENSG0008479	gene_8479
ENSG0008480	gene_8480
ENSG0008481	gene_8481
ENSG0008482	gene_8482
ENSG0008483	gene_8483
ENSG0008484	gene_8484
ENSG0008485	gene_8485
ENSG0008486	gene_8486
ENSG0008487	gene_8487
ENSG0008488	gene_8488
ENSG0008489	gene_8489
ENSG0008490	gene_8490
ENSG0008491	gene_8491
ENSG0008492	gene_8492
ENSG0008493	gene_8493
ENSG0008494	gene_8494
ENSG0008495	gene_8495
ENSG0008496	gene_8496
ENSG0008497	MT-8497
ENSG0008498	gene_8498
ENSG0008499	gene_8499
ENSG0008500	gene_8500
ENSG0008501	gene_8501
ENSG0008502	gene_8502
ENSG0008503	gene_8503
ENSG0008504	gene_8504
ENSG0008505	gene_8505
ENSG0008506	gene_8506
ENSG0008507	gene_8507
ENSG0008508	MT-8508
ENSG0008509	gene_8509
ENSG0008510	gene_8510
ENSG0008511	gene_8511
ENSG0008512	gene_8512
ENSG0008513	gene_8513
ENSG0008514	gene_8514
ENSG0008515	gene_8515
ENSG0008516	gene_8516
ENSG0008517	gene_8517
ENSG0008518	gene_8518
ENSG0008519	gene_8519
ENSG0008520	gene_8520
ENSG0008521	gene_8521
ENSG0008522	gene_8522
ENSG0008523	gene_8523
ENSG0008524	gene_8524
ENSG0008525	gene_8525
ENSG0008526	MT-8526
ENSG0008527	gene_8527
ENSG0008528	gene_8528
ENSG0008529	gene_8529
ENSG0008530	gene_8530
ENSG0008531	gene_8531
ENSG0008532	gene_8532
ENSG0008533	gene_8533
ENSG0008534	gene_8534
ENSG0008535	gene_8535
ENSG0008536	gene_8536
ENSG0008537	gene_8537
ENSG0008538	gene_8538
ENSG0008539	gene_8539
ENSG0008540	gene_8540
ENSG0008541	gene_8541
ENSG0008542	gene_8542
ENSG0008543	gene_8543
ENSG0008544	gene_8544
ENSG0008545	gene_8545
ENSG0008546	gene_8546
ENSG0008547	gene_8547
ENSG0008548	gene_8548
ENSG0008549	gene_8549
ENSG0008550	gene_8550
ENSG0008551	gene_8551
ENSG0008552	gene_8552
ENSG0008553	gene_8553
ENSG0008554	gene_8554
ENSG0008555	gene_8555
ENSG0008556	gene_8556
ENSG0008557	gene_8557
ENSG0008558	gene_8558
ENSG0008559	gene_8559
ENSG0008560	gene_8560
ENSG0008561	gene_8561
ENSG0008562	MT-8562
ENSG0008563	gene_8563
ENSG0008564	gene_8564
ENSG0008565	gene_8565
ENSG0008566	MT-8566
ENSG0008567	gene_8567
ENSG0008568	gene_8568
ENSG0008569	gene_8569
ENSG0008570	gene_8570
ENSG0008571	gene_8571
ENSG0008572	gene_8572
ENSG0008573	gene_8573
ENSG0008574	gene_8574
ENSG0008575	gene_8575
ENSG0008576	gene_8576
ENSG0008577	gene_8577
ENSG0008578	gene_8578
ENSG0008579	gene_8579
ENSG0008580	gene_8580
ENSG0008581	gene_8581
ENSG0008582	gene_8582
ENSG0008583	gene_8583
ENSG0008584	gene_8584
ENSG0008585	gene_8585
ENSG0008586	gene_8586
ENSG0008587	gene_8587
ENSG0008588	gene_8588
ENSG0008589	gene_8589
ENSG0008590	gene_8590
ENSG0008591	gene_8591
ENSG0008592	gene_8592
ENSG0008593	gene_8593
ENSG0008594	MT-8594
ENSG0008595	gene_8595
ENSG0008596	gene_8596
ENSG0008597	gene_8597
ENSG0008598	MT-8598
ENSG0008599	MT-8599
ENSG0008600	gene_8600
ENSG0008601	gene_8601
ENSG0008602	gene_8602
ENSG0008603	gene_8603
ENSG0008604	gene_8604
ENSG0008605	gene_8605
ENSG0008606	gene_8606
ENSG0008607	gene_8607
ENSG0008608	gene_8608
ENSG0008609	gene_8609
ENSG0008610	MT-8610
ENSG0008611	gene_8611
ENSG0008612	gene_8612
ENSG0008613	gene_8613
ENSG0008614	gene_8614
ENSG0008615	gene_8615
ENSG0008616	gene_8616
ENSG0008617	gene_8617
ENSG0008618	gene_8618
ENSG0008619	gene_8619
ENSG0008620	gene_8620
ENSG0008621	gene_8621
ENSG0008622	gene_8622
ENSG0008623	gene_8623
ENSG0008624	gene_8624
ENSG0008625	gene_8625
ENSG0008626	MT-8626
ENSG0008627	gene_8627
ENSG0008628	gene_8628
ENSG0008629	gene_8629
ENSG0008630	gene_8630
ENSG0008631	gene_8631
ENSG0008632	MT-8632
ENSG0008633	gene_8633
ENSG0008634	gene_8634
ENSG0008635	gene_8635
ENSG0008636	gene_8636
ENSG0008637	gene_8637
ENSG0008638	MT-8638
ENSG0008639	gene_8639
ENSG0008640	gene_8640
ENSG0008641	gene_8641
ENSG0008642	gene_8642
ENSG0008643	gene_8643
ENSG0008644	gene_8644
ENSG0008645	gene_8645
ENSG0008646	MT-8646
ENSG0008647	gene_8647
ENSG0008648	gene_8648
ENSG0008649	gene_8649
ENSG0008650	gene_8650
ENSG0008651	gene_8651
ENSG0008652	gene_8652
ENSG0008653	gene_8653
ENSG0008654	gene_8654
ENSG0008655	gene_8655
ENSG0008656	gene_8656
ENSG0008657	gene_8657
ENSG0008658	gene_8658
ENSG0008659	gene_8659
ENSG0008660	gene_8660
ENSG0008661	gene_8661
ENSG0008662	gene_8662
ENSG0008663	gene_8663
ENSG0008664	gene_8664
ENSG0008665	gene_8665
ENSG0008666	gene_8666
ENSG0008667	gene_8667
ENSG0008668	gene_8668
ENSG0008669	gene_8669
ENSG0008670	gene_8670
ENSG0008671	gene_8671
ENSG0008672	gene_8672
ENSG0008673	gene_8673
ENSG0008674	MT-8674
ENSG0008675	MT-8675
ENSG0008676	gene_8676
ENSG0008677	gene_8677
ENSG0008678	gene_8678
ENSG0008679	gene_8679
ENSG0008680	MT-8680
ENSG0008681	MT-8681
ENSG0008682	gene_8682
ENSG0008683	gene_8683
ENSG0008684	gene_8684
ENSG0008685	gene_8685
ENSG0008686	gene_8686
ENSG0008687	gene_8687
ENSG0008688	gene_8688
ENSG0008689	gene_8689
ENSG0008690	gene_8690
ENSG0008691	gene_8691
ENSG0008692	gene_8692
ENSG0008693	gene_8693
ENSG0008694	gene_8694
ENSG0008695	gene_8695
ENSG0008696	gene_8696
ENSG0008697	gene_8697
ENSG0008698	MT-8698
ENSG0008699	gene_8699
ENSG0008700	gene_8700
ENSG0008701	gene_8701
ENSG0008702	gene_8702
ENSG0008703	gene_8703
ENSG0008704	MT-8704
ENSG0008705	gene_8705
ENSG0008706	gene_8706
ENSG0008707	MT-8707
ENSG0008708	gene_8708
ENSG0008709	gene_8709
ENSG0008710	MT-8710
ENSG0008711	gene_8711
ENSG0008712	gene_8712
ENSG0008713	gene_8713
ENSG0008714	gene_8714
ENSG0008715	gene_8715
ENSG0008716	gene_8716
ENSG0008717	gene_8717
ENSG0008718	gene_8718
